question_uid,branch,subject,topic,qtype,difficulty,statement,option_A,option_B,option_C,option_D,correct_answer,explanation,tags,estimated_time,marks
846fe611-2210-4c77-8e18-c601bcebec3f,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 2,NUM,Expert,"Given values a=11 and b=44 in Cyber Security Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
af4f60dd-916d-46ea-bde1-e7cab5113c03,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 1,NUM,Easy,"Given values a=29 and b=98 in Industrial Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
048b788f-077a-496a-9912-31d4bcfe10f1,ECE,Digital Design,Digital Design - Topic 1,NUM,Easy,"Given values a=60 and b=100 in Digital Design - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0c06af3d-f76b-4a09-89e0-b402df88e767,ECE,Signals,Signals - Topic 2,NUM,Expert,"Given values a=23 and b=47 in Signals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d301d1c0-27e8-4442-a802-a204e113f6e9,ECE,Circuits,Circuits - Topic 2,NUM,Hard,"Given values a=14 and b=2 in Circuits - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ecf2a5a1-f9f5-47b4-baba-95f177ab5835,Mechanical,Thermodynamics,Thermodynamics - Topic 2,NUM,Expert,"Given values a=27 and b=98 in Thermodynamics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
794c48fa-0314-41d7-90ce-eac176a2bd2a,Industrial,Industrial Applications,Industrial Applications - Topic 1,NUM,Expert,"Given values a=16 and b=20 in Industrial Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c2659f3d-bf0d-4823-9b78-c4382fa60be7,ISE,ISE Fundamentals,ISE Fundamentals - Topic 1,NUM,Easy,"Given values a=65 and b=56 in ISE Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
22b1a00b-eda7-4c3a-904f-baabe0a52adc,ECE,Communication Systems,Communication Systems - Topic 1,NUM,Expert,"Given values a=97 and b=23 in Communication Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
15e2e048-b47e-4f86-9c4a-1b7e3047b00d,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 2,NUM,Medium,"Given values a=44 and b=5 in Biotechnology Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
7c3afdc6-0a80-4411-9daa-cd7c0e0745dc,Civil,Civil Applications,Civil Applications - Topic 2,NUM,Easy,"Given values a=85 and b=28 in Civil Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4b9a593c-476b-4c69-842a-9824cb4410fb,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 1,NUM,Expert,"Given values a=57 and b=76 in Robotics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8a1fc796-471d-409f-9c36-d322a2c13390,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 2,NUM,Hard,"Given values a=41 and b=85 in Data Science Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f3f97207-3614-4fb3-8268-a2dc4ac88382,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 1,NUM,Expert,"Given values a=5 and b=94 in Robotics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2dc88dee-3851-44bb-a579-ad33f8e5b384,Automobile,Automobile Applications,Automobile Applications - Topic 2,NUM,Easy,"Given values a=11 and b=9 in Automobile Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2aca0b30-6863-4490-960d-390e1189cb9e,Civil,Civil Applications,Civil Applications - Topic 1,NUM,Hard,"Given values a=45 and b=65 in Civil Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5a3edbdf-3657-4d8b-bfc6-fcba0596cfdb,Data Science,Data Science Applications,Data Science Applications - Topic 1,NUM,Expert,"Given values a=10 and b=65 in Data Science Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
01c82779-5537-4bcb-8484-10213138b28e,CSE,Operating Systems,Operating Systems - Topic 2,NUM,Hard,"Given values a=13 and b=31 in Operating Systems - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a56b943d-5c56-41ae-b4ac-f04a3cdb9f18,Robotics,Robotics Applications,Robotics Applications - Topic 2,NUM,Expert,"Given values a=95 and b=81 in Robotics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
86aea459-a34c-44bb-b385-ee12eba792ce,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=86 and b=59 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
48bed7f8-fd5d-4421-a2ab-34665be4f405,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 1,NUM,Medium,"Given values a=31 and b=27 in Cyber Security Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6a6e7acb-62bb-418f-a8fa-d780ac107ffb,ECE,Digital Design,Digital Design - Topic 2,NUM,Easy,"Given values a=54 and b=97 in Digital Design - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
943e5482-d981-4a6a-b946-989dde533e76,Mechanical,Mechanics,Mechanics - Topic 1,NUM,Medium,"Given values a=62 and b=25 in Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
24a51814-cbbc-410e-a068-e60937ad775b,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 1,NUM,Medium,"Given values a=22 and b=15 in Cyber Security Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
1ae8a342-01e2-415f-9073-be4c3c8c278e,Data Science,Data Science Applications,Data Science Applications - Topic 2,NUM,Easy,"Given values a=70 and b=85 in Data Science Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f19ca679-6f1e-4100-ba1d-6ba99210441d,ECE,Signals,Signals - Topic 1,NUM,Hard,"Given values a=92 and b=2 in Signals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d496f29b-4aee-4757-bc84-846d9689642c,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 2,NUM,Medium,"Given values a=4 and b=58 in Mechatronics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6a232744-90f9-4b89-b53c-8227a8ed9cc4,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 1,NUM,Expert,"Given values a=55 and b=27 in Biotechnology Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6ad4e327-e44a-488f-bf34-b75c24431a4f,EEE,EEE Applications,EEE Applications - Topic 1,NUM,Easy,"Given values a=33 and b=40 in EEE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f48b161e-385b-46d7-84f0-97a15a994704,Mechanical,Thermodynamics,Thermodynamics - Topic 2,NUM,Expert,"Given values a=82 and b=8 in Thermodynamics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9480e3c0-8c28-453d-857e-eaa635a89d27,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 1,NUM,Expert,"Given values a=66 and b=12 in Aerospace Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
811158b4-c367-41e4-8b42-5653500cac33,CSE,Computer Networks,Computer Networks - Topic 2,NUM,Hard,"Given values a=22 and b=19 in Computer Networks - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
502d6482-edf3-4b7d-a38f-ab0b9b614640,Mechanical,Mechanics,Mechanics - Topic 1,NUM,Medium,"Given values a=13 and b=100 in Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5394564d-681a-4175-a7f1-58fbf1e57c43,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 2,NUM,Hard,"Given values a=34 and b=100 in Fluid Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
806f75e1-9374-4440-81da-4bdfeda20e1f,ISE,ISE Applications,ISE Applications - Topic 1,NUM,Hard,"Given values a=9 and b=88 in ISE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3c745fe1-147e-4212-87ab-78364fe7a5c7,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 1,NUM,Hard,"Given values a=45 and b=92 in Data Science Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ca10621f-9da1-40f9-a456-844c56d77084,ECE,Circuits,Circuits - Topic 2,NUM,Hard,"Given values a=98 and b=46 in Circuits - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
839abad1-84bc-4d58-84f0-9db25f6bad17,ECE,Digital Design,Digital Design - Topic 1,NUM,Easy,"Given values a=7 and b=31 in Digital Design - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
906fcf73-fe3b-4947-b548-4e7a2ae652a3,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 1,NUM,Expert,"Given values a=29 and b=95 in Robotics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
fc66b307-7a96-47f1-8b52-a126ffefc5ae,ECE,Signals,Signals - Topic 2,NUM,Expert,"Given values a=28 and b=84 in Signals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5860a590-d4c9-4d33-99bf-856a5e7cd440,Mechanical,Mechanics,Mechanics - Topic 1,NUM,Medium,"Given values a=67 and b=53 in Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
3ed415e5-12a4-4871-945a-8120588a62cb,CSE,Data Structures,Data Structures - Topic 2,NUM,Easy,"Given values a=30 and b=89 in Data Structures - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
c8b265f0-331d-4dc9-bceb-568cc458092f,CSE,Algorithms,Algorithms - Topic 1,NUM,Expert,"Given values a=86 and b=62 in Algorithms - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a7a982fc-a72e-431c-a560-12ff1c6ed420,Data Science,Data Science Applications,Data Science Applications - Topic 1,NUM,Expert,"Given values a=75 and b=9 in Data Science Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5c2edffb-a0eb-40b5-9c07-c2f95d5d4a55,CSE,Computer Networks,Computer Networks - Topic 1,NUM,Hard,"Given values a=88 and b=48 in Computer Networks - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e2c238d8-8b63-4549-a302-f000d48b5d74,ISE,ISE Applications,ISE Applications - Topic 1,NUM,Hard,"Given values a=72 and b=32 in ISE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
713ca985-d24f-42f1-93f3-0d574db20a0b,CSE,Computer Networks,Computer Networks - Topic 2,NUM,Hard,"Given values a=73 and b=32 in Computer Networks - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ed565641-3e28-4438-b504-a0170d8f325c,CSE,Data Structures,Data Structures - Topic 1,NUM,Expert,"Given values a=4 and b=7 in Data Structures - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2a69986b-38c2-4f80-8316-f096897683e5,Environmental,Environmental Applications,Environmental Applications - Topic 1,NUM,Hard,"Given values a=95 and b=26 in Environmental Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ef72cf5e-b1d7-46bf-8219-64cb2a5f2ef1,AIML,AIML Fundamentals,AIML Fundamentals - Topic 2,NUM,Hard,"Given values a=95 and b=8 in AIML Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
56c543d4-19aa-45c5-969c-0c43bd5507b4,Mechanical,Mechanics,Mechanics - Topic 1,NUM,Medium,"Given values a=26 and b=31 in Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
61e31902-0f9c-4af7-b06d-93a9779cc02e,ISE,ISE Applications,ISE Applications - Topic 1,NUM,Hard,"Given values a=81 and b=93 in ISE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e3997f4f-30f9-4c17-bb0e-ff67bd896519,Environmental,Environmental Applications,Environmental Applications - Topic 2,NUM,Easy,"Given values a=88 and b=7 in Environmental Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a953a29c-9477-4c39-8e7d-e5ccd29c7d55,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 2,NUM,Expert,"Given values a=44 and b=57 in Industrial Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e873e400-4154-4d32-99ca-d1bd6fa831d0,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 1,NUM,Medium,"Given values a=15 and b=26 in Automobile Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
35e28941-381d-49b1-8c71-ca4b5f604038,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 2,NUM,Easy,"Given values a=6 and b=61 in Chemical Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8a889278-6e59-4a9e-9ecd-64ac50e0fa81,CSE,Data Structures,Data Structures - Topic 1,NUM,Expert,"Given values a=61 and b=97 in Data Structures - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
04356101-65de-4ed7-ae9f-612deec833e2,ECE,Digital Design,Digital Design - Topic 1,NUM,Easy,"Given values a=51 and b=20 in Digital Design - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b4c5d67e-da61-4d65-bebe-0a06fda37831,Industrial,Industrial Applications,Industrial Applications - Topic 1,NUM,Expert,"Given values a=78 and b=6 in Industrial Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
39c6446d-e341-4f3f-a6f2-f5a7b43a3749,ISE,ISE Applications,ISE Applications - Topic 1,NUM,Hard,"Given values a=99 and b=89 in ISE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
791cf036-98d2-4064-8a7c-7c50a6a539f7,CSE,Operating Systems,Operating Systems - Topic 1,NUM,Easy,"Given values a=59 and b=82 in Operating Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f616a1d4-7088-4435-b9ab-58056eed2892,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 1,NUM,Easy,"Given values a=24 and b=16 in Fluid Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
548a5221-a244-45dd-a1f3-e0733de2af3b,Mechanical,Mechanics,Mechanics - Topic 1,NUM,Medium,"Given values a=66 and b=38 in Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
94ac0c0d-114d-49d5-9d41-a5e1060ded6f,Chemical,Chemical Fundamentals,Chemical Fundamentals - Topic 1,NUM,Hard,"Given values a=3 and b=78 in Chemical Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
60699db2-c6f3-463f-83da-4df37a731700,ISE,ISE Applications,ISE Applications - Topic 2,NUM,Medium,"Given values a=52 and b=41 in ISE Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2c74fdf7-1f5c-45c8-b352-fb7a78fbaf33,Civil,Civil Applications,Civil Applications - Topic 1,NUM,Hard,"Given values a=29 and b=9 in Civil Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
6fff1825-9fa9-4a52-a193-46194afea4c7,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 2,NUM,Medium,"Given values a=33 and b=48 in Mechatronics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
579f3c07-d7cf-49b7-920a-a2f4e8d2d9b8,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 2,NUM,Hard,"Given values a=84 and b=81 in Fluid Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b5797b30-9a05-4ef9-bdcc-3483dd976ed6,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,NUM,Medium,"Given values a=10 and b=27 in Biotechnology Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8f3ec443-de25-401b-b404-2d62e4460a7c,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 1,NUM,Medium,"Given values a=96 and b=28 in Biotechnology Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b7c68beb-7806-40e7-bc26-3d07200fe470,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 1,NUM,Medium,"Given values a=83 and b=76 in Mechatronics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
780926e1-6846-4f1b-9c0c-18c863ccebfe,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 2,NUM,Expert,"Given values a=40 and b=96 in Robotics Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
2fd656f0-90da-466a-ae44-2db8ccc04467,Robotics,Robotics Applications,Robotics Applications - Topic 1,NUM,Medium,"Given values a=77 and b=31 in Robotics Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
b87d1798-fe7b-4a6e-887b-8432327c7352,ECE,Circuits,Circuits - Topic 1,NUM,Expert,"Given values a=78 and b=38 in Circuits - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
523eacf9-6b75-443c-85ff-b4ec6e9f3b1a,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 2,NUM,Hard,"Given values a=8 and b=48 in Data Science Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
be4e16f4-377d-432b-9b3c-4758987dd092,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,NUM,Medium,"Given values a=10 and b=9 in Biotechnology Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
53554943-13f4-4fb2-bc66-541a1da90fcd,CSE,Databases,Databases - Topic 1,NUM,Expert,"Given values a=40 and b=81 in Databases - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5e03bdca-edc8-4d27-9a48-13da0c89be10,ECE,Communication Systems,Communication Systems - Topic 1,NUM,Expert,"Given values a=70 and b=36 in Communication Systems - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d1e8bd58-28ab-4013-a4c6-79e1f7019fac,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 2,NUM,Hard,"Given values a=24 and b=49 in Data Science Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
379083a4-c7dc-4f8b-8fb0-7194070e31da,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=73 and b=11 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f72b464d-244a-4169-bac2-07944e11c0e0,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 2,NUM,Easy,"Given values a=51 and b=6 in Aerospace Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
913075ad-bfba-4f9c-97bc-ba642f71d976,Biotechnology,Biotechnology Fundamentals,Biotechnology Fundamentals - Topic 2,NUM,Medium,"Given values a=4 and b=50 in Biotechnology Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
fe03f9b3-2039-4811-82eb-717ad1e2220a,Mechatronics,Mechatronics Applications,Mechatronics Applications - Topic 2,NUM,Hard,"Given values a=81 and b=53 in Mechatronics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
84ca311f-c1dc-4fe8-92e9-c2fed8e70fec,Environmental,Environmental Fundamentals,Environmental Fundamentals - Topic 1,NUM,Expert,"Given values a=5 and b=89 in Environmental Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
dcf50859-d5bf-4f0a-82ad-a67d4c5aff05,Mechanical,Mechanics,Mechanics - Topic 2,NUM,Hard,"Given values a=83 and b=80 in Mechanics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
0bc4a458-0ef1-438d-8007-71f86dd2f9db,Civil,Civil Fundamentals,Civil Fundamentals - Topic 2,NUM,Easy,"Given values a=24 and b=89 in Civil Fundamentals - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
05f3e564-3cce-4ec0-844b-56d67a15b289,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 1,NUM,Hard,"Given values a=43 and b=52 in Data Science Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
4208469f-2254-4006-8bfc-84bd52087386,Environmental,Environmental Fundamentals,Environmental Fundamentals - Topic 1,NUM,Expert,"Given values a=7 and b=5 in Environmental Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
018aee1b-1226-4e98-967a-573ac18be8ed,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 1,NUM,Medium,"Given values a=18 and b=97 in Mechatronics Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5a947073-1410-42ec-986f-3a21cf013baa,Aerospace,Aerospace Applications,Aerospace Applications - Topic 1,NUM,Medium,"Given values a=19 and b=7 in Aerospace Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
04c36404-c015-4e22-b014-519653506541,Civil,Civil Applications,Civil Applications - Topic 2,NUM,Easy,"Given values a=62 and b=2 in Civil Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a7afb518-04b8-438f-a85c-5651bb2a213f,Robotics,Robotics Applications,Robotics Applications - Topic 2,NUM,Expert,"Given values a=20 and b=20 in Robotics Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
690be273-6670-463c-877f-5604b35a4a77,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,NUM,Expert,"Given values a=60 and b=70 in Cyber Security Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f15ad54a-1ee5-4235-947d-91d3fe8e3539,Civil,Civil Fundamentals,Civil Fundamentals - Topic 1,NUM,Expert,"Given values a=70 and b=97 in Civil Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
732aff1b-9a52-47d9-9963-95a93a99343e,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,NUM,Medium,"Given values a=3 and b=37 in Biotechnology Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
fba52455-880e-44bc-bfc4-758c58f9e54f,CSE,Algorithms,Algorithms - Topic 2,NUM,Medium,"Given values a=67 and b=88 in Algorithms - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
8d26cc61-5a90-4f2d-ad53-ee32a4c2db36,Aerospace,Aerospace Applications,Aerospace Applications - Topic 2,NUM,Hard,"Given values a=93 and b=43 in Aerospace Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
d3f281e2-a370-4345-8af7-035d38c4b5aa,Mechanical,Thermodynamics,Thermodynamics - Topic 1,NUM,Medium,"Given values a=18 and b=5 in Thermodynamics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
9acb49d2-5b2f-46ea-aadd-e0873be25e6c,Environmental,Environmental Applications,Environmental Applications - Topic 2,NUM,Easy,"Given values a=20 and b=83 in Environmental Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
